Rowid,Z,X,Y,DRENAJE
1282,35,-73.75625,8.28541666667,Río Magdalena
1283,37,-73.7520833333,8.28125,Río Magdalena
1284,37,-73.7520833333,8.27708333333,Río Magdalena
1285,33,-73.7520833333,8.26875,Río Magdalena
1286,33,-73.7604166667,8.26458333333,Río Magdalena
1287,33,-73.75625,8.26458333333,Río Magdalena
1288,34,-73.7645833333,8.26041666667,Río Magdalena
1289,33,-73.7604166667,8.26041666667,Río Magdalena
1290,36,-73.7645833333,8.25625,Río Magdalena
1291,36,-73.7645833333,8.25208333333,Río Magdalena
1292,35,-73.7645833333,8.24791666667,Río Magdalena
1293,35,-73.7645833333,8.24375,Río Magdalena
1294,35,-73.7645833333,8.23958333333,Río Magdalena
1295,33,-73.76875,8.23541666667,Río Magdalena
1296,37,-73.7645833333,8.23541666667,Río Magdalena
1297,35,-73.7729166667,8.23125,Río Magdalena
1298,35,-73.7729166667,8.22708333333,Río Magdalena
1299,35,-73.7770833333,8.21875,Río Magdalena
1300,34,-73.7770833333,8.21458333333,Río Magdalena
1301,36,-73.7770833333,8.21041666667,Río Magdalena
1302,39,-73.78125,8.20625,Río Magdalena
1303,40,-73.78125,8.20208333333,Río Magdalena
1304,40,-73.78125,8.19791666667,Río Magdalena
1305,34,-73.7729166667,8.19791666667,Río Magdalena
1306,34,-73.78125,8.19375,Río Magdalena
1307,34,-73.7770833333,8.19375,Río Magdalena
1308,34,-73.7729166667,8.19375,Río Magdalena
1309,36,-73.78125,8.18958333333,Río Magdalena
1310,32,-73.7770833333,8.18958333333,Río Magdalena
1311,35,-73.7729166667,8.18958333333,Río Magdalena
1312,33,-73.7770833333,8.18541666667,Río Magdalena
1313,35,-73.7729166667,8.18541666667,Río Magdalena
1314,36,-73.7770833333,8.18125,Río Magdalena
1315,35,-73.7729166667,8.18125,Río Magdalena
1316,34,-73.7729166667,8.17708333333,Río Magdalena
1317,35,-73.7729166667,8.17291666667,Río Magdalena
1318,36,-73.7729166667,8.16875,Río Magdalena
1319,37,-73.7729166667,8.16458333333,Río Magdalena
1320,36,-73.7729166667,8.16041666667,Río Magdalena
1321,35,-73.76875,8.16041666667,Río Magdalena
1322,36,-73.7729166667,8.15625,Río Magdalena
1323,35,-73.76875,8.15625,Río Magdalena
1324,35,-73.7729166667,8.15208333333,Río Magdalena
1325,34,-73.7729166667,8.14791666667,Río Magdalena
1326,25,-73.9645833333,8.99791666667,Río Magdalena
1327,25,-73.9604166667,8.99791666667,Río Magdalena
1328,25,-73.95625,8.99791666667,Río Magdalena
1329,24,-73.9520833333,8.99375,Río Magdalena
1330,24,-73.9479166667,8.99375,Río Magdalena
1331,25,-73.96875,8.98958333333,Río Magdalena
1332,26,-73.9645833333,8.98958333333,Río Magdalena
1333,26,-73.9604166667,8.98958333333,Río Magdalena
1334,24,-73.94375,8.98958333333,Río Magdalena
1335,24,-73.9770833333,8.98541666667,Río Magdalena
1336,25,-73.9729166667,8.98541666667,Río Magdalena
1337,27,-73.94375,8.98541666667,Río Magdalena
1338,24,-73.9395833333,8.98541666667,Río Magdalena
1339,27,-73.9979166667,8.98125,Río Magdalena
1340,27,-73.99375,8.98125,Río Magdalena
1341,26,-73.9895833333,8.98125,Río Magdalena
1342,25,-73.9854166667,8.98125,Río Magdalena
1343,24,-73.98125,8.98125,Río Magdalena
1344,27,-74.00625,8.97708333333,Río Magdalena
1345,26,-74.0020833333,8.97708333333,Río Magdalena
1346,25,-73.9979166667,8.97708333333,Río Magdalena
1347,25,-73.99375,8.97708333333,Río Magdalena
1348,24,-73.98125,8.97708333333,Río Magdalena
1349,26,-74.00625,8.97291666667,Río Magdalena
1350,25,-74.0020833333,8.97291666667,Río Magdalena
1351,25,-73.98125,8.97291666667,Río Magdalena
1352,26,-74.00625,8.96875,Río Magdalena
1353,25,-73.98125,8.96875,Río Magdalena
1354,26,-74.00625,8.96458333333,Río Magdalena
1355,26,-73.9854166667,8.96458333333,Río Magdalena
1356,25,-73.98125,8.96458333333,Río Magdalena
1357,24,-73.9354166667,8.98541666667,Río Magdalena
1358,25,-73.93125,8.98541666667,Río Magdalena
1359,26,-73.93125,8.98125,Río Magdalena
1360,25,-73.9229166667,8.98125,Río Magdalena
1361,25,-73.90625,8.98125,Río Magdalena
1362,24,-73.9020833333,8.98125,Río Magdalena
1363,25,-73.8895833333,8.98125,Río Magdalena
1364,29,-73.9270833333,8.97708333333,Río Magdalena
1365,26,-73.9229166667,8.97708333333,Río Magdalena
1366,26,-73.91875,8.97708333333,Río Magdalena
1367,25,-73.9145833333,8.97708333333,Río Magdalena
1368,26,-73.8979166667,8.97708333333,Río Magdalena
1369,28,-73.89375,8.97708333333,Río Magdalena
1370,26,-73.8770833333,8.97708333333,Río Magdalena
1371,26,-73.8729166667,8.97708333333,Río Magdalena
1372,26,-73.86875,8.97708333333,Río Magdalena
1373,29,-73.8895833333,8.97291666667,Río Magdalena
1374,28,-73.8854166667,8.97291666667,Río Magdalena
1375,28,-73.8854166667,8.96875,Río Magdalena
1376,25,-73.88125,8.96875,Río Magdalena
1377,25,-73.8770833333,8.96875,Río Magdalena
1378,26,-73.8520833333,8.96875,Río Magdalena
1379,26,-73.8770833333,8.96458333333,Río Magdalena
1380,28,-73.8729166667,8.96458333333,Río Magdalena
1381,28,-73.86875,8.96458333333,Río Magdalena
1,66,-74.00625,7.21041666667,Caño El Totumo
2,66,-74.00625,7.18541666667,Caño El Totumo
3,68,-74.00625,7.16875,Caño El Totumo
1,69,-73.98125,7.14791666667,El Brazuelo La Rompida
2,68,-73.9770833333,7.13958333333,El Brazuelo La Rompida
1,65,-73.98125,7.27708333333,Caño Las Leguas (Caño Hormiguero)
2,61,-73.9479166667,7.36458333333,Caño Las Leguas (Caño Hormiguero)
1,137,-73.5145833333,7.16875,Río Sucio
2,124,-73.54375,7.16458333333,Río Sucio
3,126,-73.5354166667,7.16041666667,Río Sucio
1,90,-73.71875,7.25625,Río Sogamoso
2,86,-73.7145833333,7.25625,Río Sogamoso
3,96,-73.6979166667,7.25625,Río Sogamoso
4,88,-73.69375,7.25625,Río Sogamoso
5,84,-73.7145833333,7.25208333333,Río Sogamoso
6,87,-73.68125,7.24791666667,Río Sogamoso
7,79,-73.7895833333,7.24375,Río Sogamoso
8,78,-73.7854166667,7.24375,Río Sogamoso
9,77,-73.78125,7.24375,Río Sogamoso
10,78,-73.7729166667,7.24375,Río Sogamoso
11,77,-73.76875,7.24375,Río Sogamoso
12,77,-73.7645833333,7.24375,Río Sogamoso
13,82,-73.7270833333,7.24375,Río Sogamoso
14,91,-73.66875,7.24375,Río Sogamoso
15,79,-73.79375,7.23958333333,Río Sogamoso
16,78,-73.75625,7.23958333333,Río Sogamoso
17,82,-73.73125,7.23958333333,Río Sogamoso
18,88,-73.6729166667,7.23958333333,Río Sogamoso
19,78,-73.81875,7.23541666667,Río Sogamoso
20,77,-73.8145833333,7.23541666667,Río Sogamoso
21,78,-73.8104166667,7.23541666667,Río Sogamoso
22,75,-73.79375,7.23541666667,Río Sogamoso
23,83,-73.7395833333,7.23541666667,Río Sogamoso
24,73,-73.8270833333,7.23125,Río Sogamoso
25,76,-73.80625,7.23125,Río Sogamoso
26,75,-73.79375,7.23125,Río Sogamoso
27,78,-73.7479166667,7.23125,Río Sogamoso
28,71,-73.8354166667,7.22708333333,Río Sogamoso
29,75,-73.8145833333,7.22708333333,Río Sogamoso
30,74,-73.8104166667,7.22708333333,Río Sogamoso
31,75,-73.7979166667,7.22708333333,Río Sogamoso
32,89,-73.6645833333,7.22708333333,Río Sogamoso
33,88,-73.6604166667,7.22708333333,Río Sogamoso
34,89,-73.65625,7.22708333333,Río Sogamoso
35,92,-73.6520833333,7.22708333333,Río Sogamoso
36,75,-73.81875,7.22291666667,Río Sogamoso
37,75,-73.7979166667,7.22291666667,Río Sogamoso
38,71,-73.8479166667,7.21875,Río Sogamoso
39,70,-73.84375,7.21875,Río Sogamoso
40,75,-73.81875,7.21875,Río Sogamoso
41,75,-73.80625,7.21875,Río Sogamoso
42,75,-73.8020833333,7.21875,Río Sogamoso
43,93,-73.6520833333,7.21875,Río Sogamoso
44,94,-73.64375,7.21875,Río Sogamoso
45,94,-73.6395833333,7.21875,Río Sogamoso
46,96,-73.6354166667,7.21875,Río Sogamoso
47,69,-73.85625,7.21458333333,Río Sogamoso
48,69,-73.8520833333,7.21458333333,Río Sogamoso
49,75,-73.81875,7.21458333333,Río Sogamoso
50,75,-73.8104166667,7.21458333333,Río Sogamoso
51,96,-73.6395833333,7.21458333333,Río Sogamoso
52,96,-73.63125,7.21458333333,Río Sogamoso
53,71,-73.91875,7.21041666667,Río Sogamoso
54,68,-73.8604166667,7.21041666667,Río Sogamoso
55,99,-73.6270833333,7.21041666667,Río Sogamoso
56,100,-73.61875,7.21041666667,Río Sogamoso
57,66,-73.9229166667,7.20625,Río Sogamoso
58,67,-73.91875,7.20625,Río Sogamoso
59,67,-73.9145833333,7.20625,Río Sogamoso
60,72,-73.86875,7.20625,Río Sogamoso
61,69,-73.8645833333,7.20625,Río Sogamoso
62,68,-73.8604166667,7.20625,Río Sogamoso
63,68,-73.9145833333,7.20208333333,Río Sogamoso
64,68,-73.9104166667,7.20208333333,Río Sogamoso
65,69,-73.8729166667,7.20208333333,Río Sogamoso
66,69,-73.86875,7.20208333333,Río Sogamoso
67,68,-73.8645833333,7.20208333333,Río Sogamoso
68,68,-73.9104166667,7.19791666667,Río Sogamoso
69,68,-73.90625,7.19791666667,Río Sogamoso
70,68,-73.8770833333,7.19791666667,Río Sogamoso
71,69,-73.86875,7.19791666667,Río Sogamoso
72,68,-73.90625,7.19375,Río Sogamoso
73,67,-73.88125,7.19375,Río Sogamoso
74,69,-73.8729166667,7.19375,Río Sogamoso
75,102,-73.6104166667,7.19375,Río Sogamoso
76,71,-73.8895833333,7.18958333333,Río Sogamoso
77,69,-73.8854166667,7.18958333333,Río Sogamoso
78,67,-73.88125,7.18958333333,Río Sogamoso
79,104,-73.6104166667,7.18958333333,Río Sogamoso
80,104,-73.6020833333,7.18958333333,Río Sogamoso
81,105,-73.5979166667,7.18958333333,Río Sogamoso
82,70,-73.89375,7.18541666667,Río Sogamoso
83,70,-73.8895833333,7.18541666667,Río Sogamoso
84,107,-73.5979166667,7.18541666667,Río Sogamoso
85,107,-73.59375,7.18541666667,Río Sogamoso
86,109,-73.58125,7.18541666667,Río Sogamoso
87,110,-73.5770833333,7.18541666667,Río Sogamoso
88,104,-73.6104166667,7.18125,Río Sogamoso
89,108,-73.59375,7.18125,Río Sogamoso
90,107,-73.5895833333,7.18125,Río Sogamoso
91,110,-73.58125,7.18125,Río Sogamoso
92,114,-73.56875,7.17291666667,Río Sogamoso
93,114,-73.56875,7.16875,Río Sogamoso
94,115,-73.5645833333,7.16875,Río Sogamoso
95,115,-73.5604166667,7.16458333333,Río Sogamoso
96,118,-73.5520833333,7.16458333333,Río Sogamoso
97,120,-73.5479166667,7.16041666667,Río Sogamoso
98,120,-73.54375,7.16041666667,Río Sogamoso
99,122,-73.5395833333,7.15625,Río Sogamoso
100,126,-73.5354166667,7.15625,Río Sogamoso
101,134,-73.5395833333,7.15208333333,Río Sogamoso
102,126,-73.5270833333,7.15208333333,Río Sogamoso
103,125,-73.53125,7.14791666667,Río Sogamoso
104,138,-73.50625,7.14791666667,Río Sogamoso
105,134,-73.5020833333,7.14791666667,Río Sogamoso
106,136,-73.4979166667,7.14791666667,Río Sogamoso
107,138,-73.49375,7.14791666667,Río Sogamoso
108,142,-73.48125,7.14791666667,Río Sogamoso
109,144,-73.4770833333,7.14791666667,Río Sogamoso
110,128,-73.5229166667,7.14375,Río Sogamoso
111,136,-73.5145833333,7.14375,Río Sogamoso
112,134,-73.5104166667,7.14375,Río Sogamoso
113,133,-73.50625,7.14375,Río Sogamoso
114,132,-73.5020833333,7.14375,Río Sogamoso
115,132,-73.4979166667,7.14375,Río Sogamoso
116,149,-73.46875,7.14375,Río Sogamoso
117,159,-73.4645833333,7.14375,Río Sogamoso
118,144,-73.46875,7.13958333333,Río Sogamoso
119,147,-73.4604166667,7.13958333333,Río Sogamoso
120,161,-73.4520833333,7.13958333333,Río Sogamoso
121,143,-73.46875,7.13541666667,Río Sogamoso
122,146,-73.4604166667,7.13541666667,Río Sogamoso
123,153,-73.44375,7.13125,Río Sogamoso
124,159,-73.4395833333,7.13125,Río Sogamoso
125,173,-73.4354166667,7.11875,Río Sogamoso
126,207,-73.4104166667,7.10208333333,Río Sogamoso
127,185,-73.3854166667,7.07708333333,Río Sogamoso
128,184,-73.38125,7.06875,Río Sogamoso
129,175,-73.3770833333,7.06875,Río Sogamoso
130,176,-73.36875,7.06458333333,Río Sogamoso
131,178,-73.3645833333,7.06458333333,Río Sogamoso
132,179,-73.3604166667,7.06458333333,Río Sogamoso
133,185,-73.3479166667,7.06458333333,Río Sogamoso
134,194,-73.34375,7.06041666667,Río Sogamoso
135,217,-73.34375,7.05625,Río Sogamoso
136,315,-73.3270833333,7.03125,Río Sogamoso
137,295,-73.3020833333,7.02291666667,Río Sogamoso
138,301,-73.2854166667,7.00625,Río Sogamoso
139,291,-73.28125,6.99791666667,Río Sogamoso
140,292,-73.2729166667,6.98125,Río Sogamoso
141,309,-73.26875,6.97708333333,Río Sogamoso
142,313,-73.21875,6.92708333333,Río Sogamoso
143,351,-73.2145833333,6.92291666667,Río Sogamoso
144,326,-73.2020833333,6.90625,Río Sogamoso
145,335,-73.19375,6.90208333333,Río Sogamoso
146,321,-73.1895833333,6.90208333333,Río Sogamoso
147,350,-73.18125,6.89375,Río Sogamoso
148,335,-73.16875,6.86041666667,Río Sogamoso
149,357,-73.16875,6.85625,Río Sogamoso
150,345,-73.16875,6.84791666667,Río Sogamoso
151,355,-73.16875,6.84375,Río Sogamoso
152,363,-73.1729166667,6.83541666667,Río Sogamoso
153,373,-73.1895833333,6.80625,Río Sogamoso
1,268,-74.06875,7.30208333333,Quebrada Yanacué
2,144,-74.04375,7.30208333333,Quebrada Yanacué
3,63,-74.00625,7.28958333333,Quebrada Yanacué
1,73,-73.8895833333,7.18125,Caño San Silvestre
2,71,-73.88125,7.14791666667,Caño San Silvestre
3,71,-73.8729166667,7.13125,Caño San Silvestre
1,65,-73.9854166667,7.31875,Río Cimitarra
2,62,-73.9854166667,7.30625,Río Cimitarra
3,64,-73.9854166667,7.30208333333,Río Cimitarra
4,63,-73.9979166667,7.29791666667,Río Cimitarra
5,64,-73.9895833333,7.29791666667,Río Cimitarra
6,66,-73.9979166667,7.28541666667,Río Cimitarra
7,67,-74.0020833333,7.26875,Río Cimitarra
8,67,-74.0020833333,7.26041666667,Río Cimitarra
9,65,-74.0104166667,7.23541666667,Río Cimitarra
10,68,-74.0145833333,7.21458333333,Río Cimitarra
11,67,-74.0145833333,7.18958333333,Río Cimitarra
12,67,-74.0145833333,7.17708333333,Río Cimitarra
13,67,-74.0145833333,7.16875,Río Cimitarra
14,66,-74.0229166667,7.15208333333,Río Cimitarra
15,66,-74.0229166667,7.14791666667,Río Cimitarra
16,66,-74.03125,7.13958333333,Río Cimitarra
17,67,-74.0395833333,7.13541666667,Río Cimitarra
18,68,-74.04375,7.13125,Río Cimitarra
19,69,-74.06875,7.12708333333,Río Cimitarra
20,71,-74.06875,7.12291666667,Río Cimitarra
21,72,-74.09375,7.10625,Río Cimitarra
22,75,-74.1354166667,7.09791666667,Río Cimitarra
23,77,-74.1229166667,7.08958333333,Río Cimitarra
24,79,-74.1520833333,7.07708333333,Río Cimitarra
25,82,-74.1604166667,7.06875,Río Cimitarra
26,77,-74.1979166667,7.03958333333,Río Cimitarra
27,80,-74.20625,7.03125,Río Cimitarra
28,86,-74.23125,7.01041666667,Río Cimitarra
29,84,-74.24375,7.00625,Río Cimitarra
30,61,-73.94375,7.43541666667,Río Cimitarra
31,59,-73.95625,7.40625,Río Cimitarra
32,60,-73.95625,7.39791666667,Río Cimitarra
33,61,-73.9479166667,7.39375,Río Cimitarra
34,64,-73.9604166667,7.36458333333,Río Cimitarra
35,61,-73.95625,7.34791666667,Río Cimitarra
36,63,-73.9770833333,7.33125,Río Cimitarra
37,64,-73.98125,7.32708333333,Río Cimitarra
38,59,-73.9354166667,7.46041666667,Río Cimitarra
1,68,-73.9895833333,7.22708333333,Caño El Cedro
2,70,-73.9854166667,7.22291666667,Caño El Cedro
1,60,-73.91875,7.44791666667,Brazuelo Sinzona
2,60,-73.91875,7.44375,Brazuelo Sinzona
3,59,-73.91875,7.43958333333,Brazuelo Sinzona
4,59,-73.9145833333,7.43541666667,Brazuelo Sinzona
5,59,-73.9104166667,7.42291666667,Brazuelo Sinzona
6,60,-73.90625,7.41875,Brazuelo Sinzona
7,61,-73.9145833333,7.39375,Brazuelo Sinzona
1,41,-73.7729166667,8.13125,Río Lebrija
2,41,-73.7729166667,8.11458333333,Río Lebrija
3,42,-73.7729166667,8.09375,Río Lebrija
4,41,-73.7729166667,8.08541666667,Río Lebrija
5,42,-73.7645833333,8.06875,Río Lebrija
6,43,-73.7645833333,8.06458333333,Río Lebrija
7,42,-73.74375,8.05208333333,Río Lebrija
8,43,-73.74375,8.03958333333,Río Lebrija
9,43,-73.7395833333,8.03541666667,Río Lebrija
10,42,-73.7354166667,8.03541666667,Río Lebrija
11,41,-73.6979166667,7.95625,Río Lebrija
12,43,-73.6854166667,7.94375,Río Lebrija
13,40,-73.6604166667,7.93958333333,Río Lebrija
14,40,-73.6520833333,7.90625,Río Lebrija
15,43,-73.6604166667,7.86875,Río Lebrija
16,42,-73.66875,7.86041666667,Río Lebrija
17,43,-73.6895833333,7.82708333333,Río Lebrija
18,43,-73.7104166667,7.81875,Río Lebrija
19,43,-73.7020833333,7.81875,Río Lebrija
20,45,-73.7354166667,7.80208333333,Río Lebrija
21,45,-73.7604166667,7.77291666667,Río Lebrija
22,46,-73.75625,7.76458333333,Río Lebrija
23,47,-73.75625,7.75625,Río Lebrija
24,49,-73.75625,7.72291666667,Río Lebrija
25,49,-73.7604166667,7.70208333333,Río Lebrija
26,52,-73.7479166667,7.68125,Río Lebrija
27,51,-73.7354166667,7.67708333333,Río Lebrija
28,53,-73.7270833333,7.66875,Río Lebrija
29,55,-73.69375,7.66875,Río Lebrija
30,55,-73.7270833333,7.66458333333,Río Lebrija
31,54,-73.7145833333,7.66458333333,Río Lebrija
32,54,-73.71875,7.66041666667,Río Lebrija
33,58,-73.6854166667,7.65208333333,Río Lebrija
34,58,-73.6770833333,7.65208333333,Río Lebrija
35,60,-73.6645833333,7.64791666667,Río Lebrija
36,59,-73.6604166667,7.64791666667,Río Lebrija
37,59,-73.6770833333,7.64375,Río Lebrija
38,63,-73.6520833333,7.62291666667,Río Lebrija
39,64,-73.6520833333,7.60625,Río Lebrija
40,64,-73.6395833333,7.60625,Río Lebrija
41,67,-73.63125,7.60625,Río Lebrija
42,66,-73.61875,7.60625,Río Lebrija
43,65,-73.6354166667,7.60208333333,Río Lebrija
44,66,-73.6270833333,7.60208333333,Río Lebrija
45,70,-73.6020833333,7.59791666667,Río Lebrija
46,71,-73.5895833333,7.59375,Río Lebrija
47,72,-73.56875,7.58958333333,Río Lebrija
48,75,-73.5520833333,7.55625,Río Lebrija
49,77,-73.5520833333,7.55208333333,Río Lebrija
50,77,-73.5479166667,7.54791666667,Río Lebrija
51,77,-73.5395833333,7.54375,Río Lebrija
52,80,-73.5395833333,7.53541666667,Río Lebrija
53,81,-73.5270833333,7.52291666667,Río Lebrija
54,81,-73.5270833333,7.51875,Río Lebrija
55,82,-73.5145833333,7.51041666667,Río Lebrija
56,84,-73.5020833333,7.51041666667,Río Lebrija
57,86,-73.49375,7.50625,Río Lebrija
58,86,-73.4895833333,7.50625,Río Lebrija
59,86,-73.4770833333,7.49791666667,Río Lebrija
60,89,-73.4729166667,7.48541666667,Río Lebrija
61,90,-73.4729166667,7.48125,Río Lebrija
62,89,-73.46875,7.48125,Río Lebrija
63,91,-73.4645833333,7.47291666667,Río Lebrija
64,92,-73.4645833333,7.46875,Río Lebrija
65,94,-73.4520833333,7.46458333333,Río Lebrija
66,93,-73.4520833333,7.46041666667,Río Lebrija
67,96,-73.4479166667,7.45208333333,Río Lebrija
68,96,-73.4395833333,7.45208333333,Río Lebrija
69,98,-73.44375,7.43958333333,Río Lebrija
70,99,-73.4395833333,7.43541666667,Río Lebrija
71,101,-73.4354166667,7.42708333333,Río Lebrija
72,142,-73.35625,7.42291666667,Río Lebrija
73,140,-73.3520833333,7.42291666667,Río Lebrija
74,127,-73.3479166667,7.41875,Río Lebrija
75,112,-73.3854166667,7.41458333333,Río Lebrija
76,130,-73.3479166667,7.41458333333,Río Lebrija
77,107,-73.40625,7.41041666667,Río Lebrija
78,110,-73.40625,7.40625,Río Lebrija
79,110,-73.3895833333,7.40625,Río Lebrija
80,125,-73.4020833333,7.40208333333,Río Lebrija
81,109,-73.3979166667,7.40208333333,Río Lebrija
82,139,-73.34375,7.38125,Río Lebrija
83,148,-73.34375,7.35625,Río Lebrija
84,169,-73.3104166667,7.35208333333,Río Lebrija
85,179,-73.3020833333,7.35208333333,Río Lebrija
86,195,-73.31875,7.34791666667,Río Lebrija
87,180,-73.2854166667,7.34375,Río Lebrija
88,169,-73.3354166667,7.33541666667,Río Lebrija
89,185,-73.33125,7.33541666667,Río Lebrija
90,197,-73.2854166667,7.33541666667,Río Lebrija
1,147,-73.5104166667,7.11041666667,Quebrada La Putana
2,137,-73.50625,7.11041666667,Quebrada La Putana
3,156,-73.49375,7.06041666667,Quebrada La Putana
4,173,-73.49375,7.04791666667,Quebrada La Putana
5,401,-73.49375,6.98125,Quebrada La Putana
1,85,-74.01875,7.68541666667,Río Santo Domingo
2,90,-74.03125,7.68125,Río Santo Domingo
3,101,-74.0395833333,7.67708333333,Río Santo Domingo
4,180,-74.0645833333,7.66458333333,Río Santo Domingo
5,211,-74.0895833333,7.65625,Río Santo Domingo
6,215,-74.10625,7.65208333333,Río Santo Domingo
7,212,-74.1104166667,7.64791666667,Río Santo Domingo
8,223,-74.1229166667,7.64375,Río Santo Domingo
9,214,-74.1270833333,7.63541666667,Río Santo Domingo
10,217,-74.1270833333,7.63125,Río Santo Domingo
11,232,-74.1270833333,7.62708333333,Río Santo Domingo
12,272,-74.1354166667,7.59375,Río Santo Domingo
13,292,-74.1395833333,7.58958333333,Río Santo Domingo
14,293,-74.1395833333,7.58541666667,Río Santo Domingo
15,312,-74.1520833333,7.57291666667,Río Santo Domingo
16,322,-74.15625,7.56875,Río Santo Domingo
17,413,-74.1770833333,7.55625,Río Santo Domingo
18,380,-74.1729166667,7.55625,Río Santo Domingo
19,619,-74.2479166667,7.50208333333,Río Santo Domingo
20,642,-74.2520833333,7.49791666667,Río Santo Domingo
1,47,-73.9479166667,7.88541666667,Río Boque
2,46,-73.9520833333,7.88125,Río Boque
3,48,-73.9645833333,7.86458333333,Río Boque
4,51,-73.9729166667,7.84375,Río Boque
5,55,-73.9854166667,7.83125,Río Boque
6,54,-73.98125,7.82708333333,Río Boque
7,63,-73.9895833333,7.81041666667,Río Boque
8,62,-73.9895833333,7.80625,Río Boque
9,70,-73.99375,7.77708333333,Río Boque
10,78,-74.00625,7.76041666667,Río Boque
11,76,-74.0020833333,7.76041666667,Río Boque
12,78,-74.00625,7.75625,Río Boque
13,223,-74.10625,7.74791666667,Río Boque
14,211,-74.1020833333,7.74791666667,Río Boque
15,214,-74.0979166667,7.74791666667,Río Boque
16,174,-74.0770833333,7.74375,Río Boque
17,166,-74.0604166667,7.73958333333,Río Boque
18,86,-74.0104166667,7.73958333333,Río Boque
19,103,-74.0270833333,7.72708333333,Río Boque
20,96,-74.0229166667,7.72708333333,Río Boque
21,47,-73.9020833333,8.00208333333,Río Boque
22,46,-73.90625,7.95625,Río Boque
23,59,-73.90625,7.92708333333,Río Boque
24,53,-73.90625,7.92291666667,Río Boque
25,45,-73.90625,7.91875,Río Boque
26,44,-73.9104166667,7.88541666667,Río Boque
1,45,-73.9020833333,7.86875,Río Santo Domingo
2,43,-73.8979166667,7.86875,Río Santo Domingo
3,42,-73.89375,7.84791666667,Río Santo Domingo
4,45,-73.8854166667,7.82708333333,Río Santo Domingo
5,45,-73.88125,7.81458333333,Río Santo Domingo
6,43,-73.88125,7.81041666667,Río Santo Domingo
7,43,-73.8854166667,7.80625,Río Santo Domingo
8,45,-73.88125,7.78541666667,Río Santo Domingo
1,48,-73.8270833333,7.72291666667,Brazo La Tigrera
2,50,-73.8229166667,7.72291666667,Brazo La Tigrera
3,49,-73.8229166667,7.71875,Brazo La Tigrera
4,50,-73.81875,7.71875,Brazo La Tigrera
5,51,-73.81875,7.71458333333,Brazo La Tigrera
6,49,-73.8145833333,7.71041666667,Brazo La Tigrera
7,49,-73.8104166667,7.70625,Brazo La Tigrera
8,52,-73.8145833333,7.70208333333,Brazo La Tigrera
9,49,-73.8104166667,7.70208333333,Brazo La Tigrera
10,53,-73.81875,7.69791666667,Brazo La Tigrera
11,52,-73.8145833333,7.69791666667,Brazo La Tigrera
12,51,-73.8104166667,7.69791666667,Brazo La Tigrera
13,51,-73.81875,7.69375,Brazo La Tigrera
14,51,-73.8145833333,7.69375,Brazo La Tigrera
15,50,-73.8145833333,7.68958333333,Brazo La Tigrera
16,49,-73.8145833333,7.68541666667,Brazo La Tigrera
17,51,-73.8145833333,7.67708333333,Brazo La Tigrera
18,51,-73.8104166667,7.67708333333,Brazo La Tigrera
19,50,-73.8104166667,7.67291666667,Brazo La Tigrera
20,51,-73.80625,7.66875,Brazo La Tigrera
21,52,-73.80625,7.66458333333,Brazo La Tigrera
22,52,-73.8020833333,7.66458333333,Brazo La Tigrera
23,51,-73.8020833333,7.66041666667,Brazo La Tigrera
24,53,-73.7979166667,7.66041666667,Brazo La Tigrera
25,53,-73.7979166667,7.65625,Brazo La Tigrera
26,55,-73.7979166667,7.65208333333,Brazo La Tigrera
27,56,-73.81875,7.64791666667,Brazo La Tigrera
28,56,-73.8145833333,7.64791666667,Brazo La Tigrera
29,58,-73.7979166667,7.64791666667,Brazo La Tigrera
30,54,-73.81875,7.64375,Brazo La Tigrera
31,52,-73.8145833333,7.64375,Brazo La Tigrera
32,52,-73.8104166667,7.64375,Brazo La Tigrera
33,51,-73.80625,7.64375,Brazo La Tigrera
34,52,-73.8020833333,7.64375,Brazo La Tigrera
35,51,-73.81875,7.63958333333,Brazo La Tigrera
36,51,-73.81875,7.63541666667,Brazo La Tigrera
37,53,-73.81875,7.63125,Brazo La Tigrera
38,54,-73.8145833333,7.63125,Brazo La Tigrera
39,52,-73.8145833333,7.62708333333,Brazo La Tigrera
40,54,-73.8104166667,7.62708333333,Brazo La Tigrera
41,53,-73.8104166667,7.62291666667,Brazo La Tigrera
42,53,-73.8104166667,7.61875,Brazo La Tigrera
43,54,-73.8229166667,7.60625,Brazo La Tigrera
44,53,-73.81875,7.60625,Brazo La Tigrera
45,54,-73.8270833333,7.60208333333,Brazo La Tigrera
46,54,-73.8229166667,7.60208333333,Brazo La Tigrera
47,56,-73.81875,7.60208333333,Brazo La Tigrera
48,54,-73.8270833333,7.59791666667,Brazo La Tigrera
49,55,-73.8229166667,7.59791666667,Brazo La Tigrera
50,56,-73.83125,7.59375,Brazo La Tigrera
51,55,-73.8270833333,7.59375,Brazo La Tigrera
52,55,-73.8229166667,7.59375,Brazo La Tigrera
53,54,-73.83125,7.58958333333,Brazo La Tigrera
54,55,-73.8270833333,7.58958333333,Brazo La Tigrera
55,55,-73.83125,7.58125,Brazo La Tigrera
56,55,-73.83125,7.57708333333,Brazo La Tigrera
57,55,-73.8354166667,7.57291666667,Brazo La Tigrera
58,56,-73.8395833333,7.56875,Brazo La Tigrera
59,55,-73.8354166667,7.56875,Brazo La Tigrera
